時間,x,y,z,voltage(V),current(A),power(W),energy(Wh),frequency(Hz),powerfactor,alarm,異常分數,錯誤訊息
2023-10-07 00:05:29,-374,-7113,-786,123.6,6.197,178.8,17501.0,59.9,0.23,0.0,100.0,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:05:30,-8,-8590,743,123.6,6.193,177.8,17501.0,59.9,0.23,0.0,100.0,"「x」無異常狀況, 「y」無異常狀況, 「z」超過上界, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:05:31,-71,-8432,-411,123.6,6.193,177.8,17501.0,59.9,0.23,0.0,100.0,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:05:32,-26,-7986,-235,123.6,6.195,177.2,17501.0,60.0,0.23,0.0,100.0,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:05:33,-997,-8446,398,123.6,6.198,178.4,17501.0,59.9,0.23,0.0,100.0,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:05:34,34,-8139,108,123.7,6.201,179.2,17501.0,59.9,0.23,0.0,100.0,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:05:35,-4,-8348,-303,123.7,6.308,190.1,17501.0,60.0,0.24,0.0,100.0,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:05:36,-186,-8075,-617,123.7,6.225,182.7,17501.0,60.0,0.24,0.0,100.0,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:05:37,-880,-8145,-151,123.7,6.193,178.2,17501.0,59.9,0.23,0.0,100.0,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:05:38,153,-8411,-292,123.7,6.193,178.2,17501.0,59.9,0.23,0.0,100.0,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:05:39,-95,-7290,-234,123.7,6.188,180.0,17501.0,60.0,0.24,0.0,100.0,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:05:40,-674,-7591,-110,123.7,6.191,180.4,17502.0,60.0,0.24,0.0,100.0,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:05:41,674,-8977,554,123.6,6.181,180.6,17502.0,60.0,0.24,0.0,100.0,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:05:42,-654,-7764,-117,123.7,6.192,180.9,17502.0,60.0,0.24,0.0,100.0,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:05:43,-62,-7048,-286,123.52,5.7796,148.72000000000003,17506.4,59.98,0.194,0.0,100.0,"「x」無異常狀況, 「y」超過上界, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」低於下界"
2023-10-07 00:05:44,548,-8261,-194,123.6,6.185,181.1,17502.0,60.0,0.24,0.0,100.0,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:05:45,198,-8003,-950,123.6,6.185,181.1,17502.0,60.0,0.24,0.0,100.0,"「x」無異常狀況, 「y」無異常狀況, 「z」低於下界, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:05:46,-75,-8119,-47,123.7,6.178,180.1,17502.0,59.9,0.24,0.0,100.0,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:05:47,-323,-7880,410,123.6,6.176,179.0,17502.0,60.0,0.23,0.0,100.0,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:05:48,1200,-8630,-164,123.6,6.184,180.9,17502.0,60.0,0.24,0.0,100.0,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:05:49,112,-8545,-869,123.7,6.173,180.3,17502.0,60.0,0.24,0.0,100.0,"「x」無異常狀況, 「y」無異常狀況, 「z」低於下界, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:05:50,-659,-7687,599,123.7,6.173,180.3,17502.0,59.9,0.24,0.0,100.0,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:05:51,932,-8426,286,123.7,6.173,180.3,17502.0,59.9,0.24,0.0,100.0,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:05:52,4,-8440,-583,123.7,6.177,179.8,17502.0,59.9,0.24,0.0,100.0,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:05:53,-246,-7918,35,123.7,6.165,177.9,17502.0,59.9,0.23,0.0,100.0,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:05:54,-212,-8747,248,123.7,6.167,178.1,17502.0,59.9,0.23,0.0,100.0,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:05:55,568,-8448,468,123.8,6.173,178.3,17502.0,59.9,0.23,0.0,100.0,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:05:56,-388,-7757,-993,123.8,6.174,178.8,17502.0,59.9,0.23,0.0,4.7975845518521965e-09,"「x」無異常狀況, 「y」無異常狀況, 「z」低於下界, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:05:57,-232,-8150,336,123.8,6.174,178.8,17502.0,59.9,0.23,0.0,4.7975845518521965e-09,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:05:58,300,-8130,-567,123.7,6.168,178.8,17502.0,60.0,0.23,0.0,4.7975845518521965e-09,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:05:59,-18,-8419,-517,123.58,6.1548,175.36,17514.0,59.94000000000001,0.2299999999999999,0.0,4.7975845518521965e-09,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:06:00,-880,-7673,-219,123.7,6.17,179.5,17502.0,59.9,0.24,0.0,4.7975845518521965e-09,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:06:01,-29,-8981,-357,123.8,6.177,176.9,17502.0,60.0,0.23,0.0,4.7975845518521965e-09,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:06:02,353,-9189,385,123.6,6.17,176.0,17502.0,59.9,0.23,0.0,4.7975845518521965e-09,"「x」無異常狀況, 「y」低於下界, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:06:03,-1454,-7677,332,123.8,6.183,176.1,17503.0,60.0,0.23,0.0,4.7975845518521965e-09,"「x」低於下界, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:06:04,332,-8812,741,123.8,6.183,176.1,17503.0,59.9,0.23,0.0,4.7975845518521965e-09,"「x」無異常狀況, 「y」無異常狀況, 「z」超過上界, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:06:05,-514,-7781,-397,123.8,6.186,175.4,17503.0,60.0,0.23,0.0,4.7975845518521965e-09,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:06:06,268,-7924,-1204,123.8,6.189,176.7,17503.0,60.0,0.23,0.0,4.7975845518521965e-09,"「x」無異常狀況, 「y」無異常狀況, 「z」低於下界, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:06:07,-191,-8513,104,123.8,6.187,177.5,17503.0,60.0,0.23,0.0,4.7975845518521965e-09,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:06:08,-971,-8046,397,123.8,6.184,178.0,17503.0,60.0,0.23,0.0,4.7975845518521965e-09,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:06:09,675,-8508,673,123.8,6.192,178.6,17503.0,60.0,0.23,0.0,4.7975845518521965e-09,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:06:10,-503,-8002,-876,123.8,6.192,178.6,17503.0,60.0,0.23,0.0,0.0,"「x」無異常狀況, 「y」無異常狀況, 「z」低於下界, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:06:11,344,-7695,-701,123.8,6.188,178.7,17503.0,60.0,0.23,0.0,0.0,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:06:12,-918,-8048,693,123.8,6.183,176.6,17503.0,60.0,0.23,0.0,0.0,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:06:13,630,-8385,-93,123.8,6.187,178.1,17503.0,60.0,0.23,0.0,0.0,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:06:14,246,-8263,-169,123.74,6.0646,164.66,17532.8,59.98,0.218,0.0,0.0,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:06:15,-819,-7791,67,123.9,6.186,176.2,17503.0,60.0,0.23,0.0,0.0,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:06:16,621,-8455,277,123.9,6.176,176.6,17503.0,60.0,0.23,0.0,0.0,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:06:17,610,-8205,17,123.9,6.176,176.6,17503.0,60.0,0.23,0.0,0.0,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:06:18,-385,-7305,160,123.8,6.179,176.2,17503.0,60.0,0.23,0.0,0.0,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:06:19,145,-9482,-52,123.8,6.189,176.5,17503.0,60.0,0.23,0.0,0.0,"「x」無異常狀況, 「y」低於下界, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:06:20,437,-8221,-659,123.9,6.195,177.5,17503.0,60.0,0.23,0.0,0.0,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:06:21,-29,-7637,-286,123.9,6.181,176.0,17504.0,60.0,0.23,0.0,0.0,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:06:22,212,-7609,-577,123.8,6.179,176.6,17504.0,60.0,0.23,0.0,0.0,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:06:23,194,-8267,-382,123.8,6.179,176.6,17504.0,60.0,0.23,0.0,0.0,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:06:24,891,-8339,-718,123.9,6.19,177.8,17504.0,60.0,0.23,0.0,0.0,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:06:25,-814,-8336,577,123.9,6.188,176.8,17504.0,60.0,0.23,0.0,0.0,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:06:26,255,-7712,78,123.9,6.188,177.0,17504.0,59.9,0.23,0.0,0.0,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:06:27,619,-8105,-497,123.8,6.176,176.8,17504.0,60.0,0.23,0.0,0.0,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:06:28,-390,-7296,251,123.9,6.185,176.4,17504.0,59.9,0.23,0.0,0.0,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:06:29,335,-8469,-190,123.9,6.185,176.4,17504.0,59.9,0.23,0.0,0.0,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:06:30,285,-8288,251,123.56,6.768000000000001,235.3,17521.8,60.0,0.264,0.0,0.0,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」超過上界, 「power(W)」超過上界, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」超過上界"
2023-10-07 00:06:31,-611,-7913,-154,123.9,6.193,177.9,17504.0,60.0,0.23,0.0,0.0,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:06:32,-5,-8857,-261,123.7,6.188,177.8,17504.0,60.0,0.23,0.0,0.0,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:06:33,63,-8671,-182,123.8,6.196,176.7,17504.0,59.9,0.23,0.0,0.0,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:06:34,-220,-7856,518,123.8,6.177,176.1,17504.0,59.9,0.23,0.0,0.0,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:06:35,-413,-7836,-269,123.7,6.187,176.4,17504.0,59.9,0.23,0.0,0.0,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:06:36,72,-7521,-906,123.7,6.187,176.4,17504.0,59.8,0.23,0.0,0.0,"「x」無異常狀況, 「y」無異常狀況, 「z」低於下界, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:06:37,-349,-8120,14,123.9,6.192,178.6,17504.0,59.9,0.23,0.0,0.0,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:06:38,-687,-8098,985,123.9,6.202,178.3,17504.0,59.9,0.23,0.0,0.0,"「x」無異常狀況, 「y」無異常狀況, 「z」超過上界, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:06:39,-599,-8122,596,123.8,6.181,177.5,17504.0,59.9,0.23,0.0,0.0,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:06:40,197,-8776,-113,123.9,6.213,180.4,17504.0,59.9,0.23,0.0,0.0,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:06:41,-684,-7242,-124,123.9,6.197,180.4,17504.0,59.9,0.23,0.0,99.99999999828331,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:06:42,-127,-7579,-814,123.9,6.197,180.4,17504.0,59.9,0.23,0.0,0.0,"「x」無異常狀況, 「y」無異常狀況, 「z」低於下界, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:06:43,997,-7955,-33,123.8,6.203,177.5,17505.0,59.9,0.23,0.0,0.0,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
